"","sdate","Year","Month","DOY","Precip","MaxT","lPrecip","wPrecip","wlPrecip"
"51",2010-07-21,2010,"Jul",202,244,272,5.50125821054473,121.2153856,1.63321534033267
"52",2010-07-22,2010,"Jul",203,0,278,0,292.17230848,5.70757884070192
"53",2010-07-23,2010,"Jul",204,0,283,0,233.200975872,4.37367436449571
"54",2010-07-24,2010,"Jul",205,0,256,0,124.928,2.8166442037989
"55",2010-07-25,2010,"Jul",206,76,294,4.34380542185368,99.9424,2.25331536303912
"56",2010-07-26,2010,"Jul",207,0,278,0,140.75392,5.27769662791424
"57",2010-07-27,2010,"Jul",208,0,300,0,112.603136,4.2221573023314
"58",2010-07-28,2010,"Jul",209,0,306,0,90.0825088,3.37772584186512
"59",2010-07-29,2010,"Jul",210,10,300,2.39789527279837,72.06600704,2.70218067349209
"60",2010-07-30,2010,"Jul",211,0,244,0,65.652805632,4.08006075703237
"61",2010-07-31,2010,"Jul",212,0,228,0,26.322944,2.67335550309737
"62",2010-08-01,2010,"Aug",213,0,239,0,21.0583552,2.1386844024779
"63",2010-08-02,2010,"Aug",214,0,239,0,16.84668416,1.71094752198232
"64",2010-08-03,2010,"Aug",215,0,272,0,13.477347328,1.36875801758585
"65",2010-08-04,2010,"Aug",216,0,328,0,2.62144,0.628593858392456
"66",2010-08-05,2010,"Aug",217,15,267,2.77258872223978,2.097152,0.502875086713965
"67",2010-08-06,2010,"Aug",218,0,300,0,13.6777216,2.620371047163
"68",2010-08-07,2010,"Aug",219,0,244,0,10.94217728,2.0962968377304
"69",2010-08-08,2010,"Aug",220,0,272,0,7.68,1.41956542578677
"70",2010-08-09,2010,"Aug",221,0,311,0,6.144,1.13565234062941
"71",2010-08-10,2010,"Aug",222,0,317,0,4.9152,0.908521872503532
"72",2010-08-11,2010,"Aug",223,0,278,0,3.93216,0.726817498002825
"73",2010-08-12,2010,"Aug",224,0,228,0,3.145728,0.58145399840226
"74",2010-08-13,2010,"Aug",225,0,239,0,2.5165824,0.465163198721808
"75",2010-08-14,2010,"Aug",226,0,256,0,2.01326592,0.372130558977447
"76",2010-08-15,2010,"Aug",227,0,239,0,0,0
"77",2010-08-16,2010,"Aug",228,38,222,3.66356164612965,0,0
"78",2010-08-17,2010,"Aug",229,0,289,0,30.4,2.93084931690372
"79",2010-08-18,2010,"Aug",230,0,272,0,24.32,2.34467945352297
"80",2010-08-19,2010,"Aug",231,0,278,0,19.456,1.87574356281838
"81",2010-08-20,2010,"Aug",232,0,267,0,15.5648,1.5005948502547
"82",2010-08-21,2010,"Aug",233,0,239,0,12.45184,1.20047588020376
"83",2010-08-22,2010,"Aug",234,8,217,2.19722457733622,9.961472,0.96038070416301
"84",2010-08-23,2010,"Aug",235,18,200,2.94443897916644,14.3691776,2.52608422519938
"85",2010-08-24,2010,"Aug",236,0,228,0,25.89534208,4.37641856349266
"86",2010-08-25,2010,"Aug",237,671,178,6.51025834052315,20.716273664,3.50113485079413
"87",2010-08-26,2010,"Aug",238,0,272,0,549.2928,7.61574261662865
"88",2010-08-27,2010,"Aug",239,0,250,0,439.43424,6.09259409330292
"89",2010-08-28,2010,"Aug",240,0,283,0,351.547392,4.87407527464234
"90",2010-08-29,2010,"Aug",241,0,328,0,281.2379136,3.89926021971387
"91",2010-08-30,2010,"Aug",242,0,322,0,224.99033088,3.1194081757711
"92",2010-08-31,2010,"Aug",243,0,344,0,179.992264704,2.49552654061688
"93",2010-09-01,2010,"Sep",244,0,328,0,143.134818304,1.76049603995284
"94",2010-09-02,2010,"Sep",245,0,339,0,112.57511936,1.09224010394758
"95",2010-09-03,2010,"Sep",246,66,283,4.20469261939097,90.060095488,0.873792083158068
"96",2010-09-04,2010,"Sep",247,221,278,5.40267738187228,52.8,3.36375409551277
"97",2010-09-05,2010,"Sep",248,0,228,0,219.04,7.01314518190804
"98",2010-09-06,2010,"Sep",249,0,239,0,175.232,5.61051614552643
"99",2010-09-07,2010,"Sep",250,0,261,0,140.1856,4.48841291642115
"100",2010-09-08,2010,"Sep",251,20,272,3.04452243772342,112.14848,3.59073033313692
"101",2010-09-09,2010,"Sep",252,33,233,3.52636052461616,105.718784,5.30820221668827
"102",2010-09-10,2010,"Sep",253,0,189,0,110.9750272,7.06765019304355
"103",2010-09-11,2010,"Sep",254,0,228,0,88.78002176,5.65412015443484
"104",2010-09-12,2010,"Sep",255,0,161,0,71.024017408,4.52329612354787
"105",2010-09-13,2010,"Sep",256,3,161,1.38629436111989,49.732517888,3.16716146658788
"106",2010-09-14,2010,"Sep",257,0,222,0,18.45632,3.06265659551671
"107",2010-09-15,2010,"Sep",258,0,194,0,14.765056,2.45012527641336
"108",2010-09-16,2010,"Sep",259,74,178,4.31748811353631,11.8120448,1.96010022113069
"109",2010-09-17,2010,"Sep",260,10,194,2.39789527279837,68.64963584,5.0220706677336
"110",2010-09-18,2010,"Sep",261,0,194,0,60.772225024,5.60906964487657
"111",2010-09-19,2010,"Sep",262,0,200,0,45.074432,4.10861563772296
"112",2010-09-20,2010,"Sep",263,0,194,0,36.0595456,3.28689251017837
"113",2010-09-21,2010,"Sep",264,0,200,0,28.84763648,2.6295140081427
"114",2010-09-22,2010,"Sep",265,0,272,0,23.078109184,2.10361120651416
"115",2010-09-23,2010,"Sep",266,0,200,0,18.1403648,1.53403674162035
"116",2010-09-24,2010,"Sep",267,41,211,3.73766961828337,14.51229184,1.22722939329628
"117",2010-09-25,2010,"Sep",268,0,300,0,44.409833472,3.97191920926372
"118",2010-09-26,2010,"Sep",269,8,150,2.19722457733622,27.58217728,2.71394861119829
"119",2010-09-27,2010,"Sep",270,30,139,3.43398720448515,27.392,3.67146650643006
"120",2010-09-28,2010,"Sep",271,71,206,4.27666611901606,45.9136,5.68436296873217
"121",2010-09-29,2010,"Sep",272,0,261,0,93.53088,7.96882327019858
"122",2010-09-30,2010,"Sep",273,8,211,2.19722457733622,74.824704,6.37505861615886
"123",2010-10-01,2010,"Oct",274,188,217,5.24174701505964,66.2597632,6.85782655479607
"124",2010-10-02,2010,"Oct",275,0,178,0,203.40781056,9.67965885588457
"125",2010-10-03,2010,"Oct",276,0,150,0,162.726248448,7.74372708470765
"126",2010-10-04,2010,"Oct",277,0,161,0,125.77865728,5.79365244842163
"127",2010-10-05,2010,"Oct",278,0,183,0,100.622925824,4.6349219587373
"128",2010-10-06,2010,"Oct",279,399,144,5.99146454710798,79.6393472,3.47201237444918
"129",2010-10-07,2010,"Oct",280,3,167,1.38629436111989,379.690252288,7.20205996879207
"130",2010-10-08,2010,"Oct",281,0,217,0,298.52863488,6.41147993600244
"131",2010-10-09,2010,"Oct",282,0,128,0,238.822907904,5.12918394880195
"132",2010-10-10,2010,"Oct",283,0,172,0,190.199332864,3.8674219665009
"133",2010-10-11,2010,"Oct",284,0,172,0,131.97312,2.53110927311105
"134",2010-10-12,2010,"Oct",285,0,156,0,105.578496,2.02488741848884
"135",2010-10-13,2010,"Oct",286,0,161,0,84.4627968,1.61990993479107
"136",2010-10-14,2010,"Oct",287,0,150,0,67.57023744,1.29592794783286
"137",2010-10-15,2010,"Oct",288,892,139,6.7945865808765,54.056189952,1.03674235826629
"138",2010-10-16,2010,"Oct",289,0,128,0,714.002653184,5.62173454418992
"139",2010-10-17,2010,"Oct",290,0,167,0,570.88,4.34853541176096
"140",2010-10-18,2010,"Oct",291,0,133,0,456.704,3.47882832940877
"141",2010-10-19,2010,"Oct",292,0,128,0,365.3632,2.78306266352701
"142",2010-10-20,2010,"Oct",293,0,150,0,292.29056,2.22645013082161
"143",2010-10-21,2010,"Oct",294,41,128,3.73766961828337,233.832448,1.78116010465729
"144",2010-10-22,2010,"Oct",295,0,89,0,219.8659584,4.41506377835253
"145",2010-10-23,2010,"Oct",296,0,117,0,175.89276672,3.53205102268202
"146",2010-10-24,2010,"Oct",297,10,78,2.39789527279837,140.714213376,2.82564081814562
"147",2010-10-25,2010,"Oct",298,38,117,3.66356164612965,24.7936,3.44926569388756
"148",2010-10-26,2010,"Oct",299,15,178,2.77258872223978,50.23488,5.69026187201377
"149",2010-10-27,2010,"Oct",300,213,178,5.36597601502185,52.187904,6.77028047540284
"150",2010-10-28,2010,"Oct",301,0,206,0,212.1503232,9.70900519233975
"151",2010-10-29,2010,"Oct",302,3,128,1.38629436111989,169.72025856,7.7672041538718
"152",2010-10-30,2010,"Oct",303,0,94,0,138.176206848,7.32279881199336
"153",2010-10-31,2010,"Oct",304,3,117,1.38629436111989,106.138624,5.45690983025019
"154",2010-11-01,2010,"Nov",305,0,100,0,87.3108992,5.47456335309606
"155",2010-11-02,2010,"Nov",306,0,94,0,69.84871936,4.37965068247685
"156",2010-11-03,2010,"Nov",307,0,83,0,54.805233664,3.24624850158393
"157",2010-11-04,2010,"Nov",308,381,94,5.94542060860658,39.763968,2.20362686484198
"158",2010-11-05,2010,"Nov",309,107,144,4.68213122712422,335.000561664,6.22153353157688
"159",2010-11-06,2010,"Nov",310,0,72,0,330.72974848,8.1467645195699
"160",2010-11-07,2010,"Nov",311,165,50,5.11198778835654,264.583798784,6.51741161565592
"161",2010-11-08,2010,"Nov",312,91,94,4.52178857704904,343.34491648,9.15466729961899
"162",2010-11-09,2010,"Nov",313,30,122,3.43398720448515,347.475933184,10.9411647013344
"163",2010-11-10,2010,"Nov",314,8,94,2.19722457733622,301.658624,11.3512693010647
"164",2010-11-11,2010,"Nov",315,0,111,0,247.7268992,10.8387951027207
"165",2010-11-12,2010,"Nov",316,0,150,0,198.18151936,8.67103608217658
"166",2010-11-13,2010,"Nov",317,0,183,0,158.545215488,6.93682886574126
"167",2010-11-14,2010,"Nov",318,0,94,0,85.926608896,4.91107841571977
"168",2010-11-15,2010,"Nov",319,0,100,0,57.2522496,3.42612272017384
"169",2010-11-16,2010,"Nov",320,3,128,1.38629436111989,45.80179968,2.74089817613907
"170",2010-11-17,2010,"Nov",321,371,144,5.91889385427315,21.324699648,2.7528585205936
"171",2010-11-18,2010,"Nov",322,0,111,0,304.08870912,6.4518785484471
"172",2010-11-19,2010,"Nov",323,0,61,0,240.049741824,4.79278127030403
"173",2010-11-20,2010,"Nov",324,0,106,0,191.1808,3.59829982370256
"174",2010-11-21,2010,"Nov",325,0,28,0,152.94464,2.87863985896205
"175",2010-11-22,2010,"Nov",326,36,72,3.61091791264422,122.355712,2.30291188716964
"176",2010-11-23,2010,"Nov",327,5,72,1.79175946922805,126.6845696,4.73106383985109
"177",2010-11-24,2010,"Nov",328,0,61,0,105.34765568,5.21825864726332
"178",2010-11-25,2010,"Nov",329,0,50,0,84.278124544,4.17460691781065
"179",2010-11-26,2010,"Nov",330,69,33,4.24849524204936,67.100377088,3.19083331065754
"180",2010-11-27,2010,"Nov",331,0,56,0,69.04448,5.31592645385056
"181",2010-11-28,2010,"Nov",332,0,61,0,55.235584,4.25274116308045
"182",2010-11-29,2010,"Nov",333,0,61,0,44.1884672,3.40219293046436
"183",2010-11-30,2010,"Nov",334,5,72,1.79175946922805,35.35077376,2.72175434437149
"184",2010-12-01,2010,"Dec",335,185,100,5.2257466737132,32.280619008,3.61081105087963
"185",2010-12-02,2010,"Dec",336,28,100,3.36729582998647,169.95902464,6.68152682109058
"186",2010-12-03,2010,"Dec",337,8,56,2.19722457733622,157.8303488,7.84666941279582
"187",2010-12-04,2010,"Dec",338,33,61,3.52636052461616,132.66427904,8.03511519210564
"188",2010-12-05,2010,"Dec",339,0,6,0,132.531423232,9.24918057337744
"189",2010-12-06,2010,"Dec",340,0,0,0,98.61632,6.94316575565661
"190",2010-12-07,2010,"Dec",341,3,6,1.38629436111989,78.893056,5.55453260452529
"191",2010-12-08,2010,"Dec",342,0,0,0,65.5144448,5.55266157251614
"192",2010-12-09,2010,"Dec",343,0,-22,0,52.41155584,4.44212925801292
"193",2010-12-10,2010,"Dec",344,0,-39,0,41.39237376,3.36131469834451
"194",2010-12-11,2010,"Dec",345,0,50,0,13.249675264,2.12794148215613
"195",2010-12-12,2010,"Dec",346,351,111,5.8636311755981,7.593263104,1.34079254908118
"196",2010-12-13,2010,"Dec",347,196,122,5.28320372873799,286.015617024,5.52761378720276
"197",2010-12-14,2010,"Dec",348,3,67,1.38629436111989,382.0691456,8.2700139345743
"198",2010-12-15,2010,"Dec",349,0,-50,0,308.05531648,7.72504663655536
"199",2010-12-16,2010,"Dec",350,0,-28,0,246.444253184,6.18003730924429
"200",2010-12-17,2010,"Dec",351,0,11,0,196.83328,4.79517762380445
"201",2010-12-18,2010,"Dec",352,0,0,0,157.466624,3.83614209904356
"202",2010-12-19,2010,"Dec",353,0,17,0,125.9732992,3.06891367923485
"203",2010-12-20,2010,"Dec",354,53,-22,3.98898404656427,100.77863936,2.45513094338788
"204",2010-12-21,2010,"Dec",355,3,39,1.38629436111989,123.022911488,5.15529199196172
"205",2010-12-22,2010,"Dec",356,36,28,3.61091791264422,63.129991168,4.60366647909029
"206",2010-12-23,2010,"Dec",357,18,44,2.94443897916644,58.258653184,6.00438783256174
"207",2010-12-24,2010,"Dec",358,0,28,0,60.6848,7.01020922579157
"208",2010-12-25,2010,"Dec",359,0,6,0,48.54784,5.60816738063325
"209",2010-12-26,2010,"Dec",360,51,-33,3.95124371858143,38.838272,4.4865339045066
"210",2010-12-27,2010,"Dec",361,58,-11,4.07753744390572,71.8706176,6.75022209847043
"211",2010-12-28,2010,"Dec",362,0,-6,0,103.89649408,8.66220763390092
"212",2010-12-29,2010,"Dec",363,0,33,0,83.117195264,6.92976610712073
"213",2010-12-30,2010,"Dec",364,0,56,0,60.802924544,5.1154989850901
"214",2010-12-31,2010,"Dec",365,0,72,0,48.320217088,3.94354696448111
"215",2011-01-01,2011,"Jan",1,0,122,0,34.790703104,2.7671182130012
"216",2011-01-02,2011,"Jan",2,5,67,1.79175946922805,25.8998272,1.89753784238627
"217",2011-01-03,2011,"Jan",3,13,44,2.63905732961526,24.71986176,2.95143784929146
"218",2011-01-04,2011,"Jan",4,0,6,0,30.175889408,4.47239614312537
"219",2011-01-05,2011,"Jan",5,0,17,0,18.664628224,3.15365535075448
"220",2011-01-06,2011,"Jan",6,0,-11,0,8.704,2.08510203135882
"221",2011-01-07,2011,"Jan",7,0,-17,0,6.9632,1.66808162508706
"222",2011-01-08,2011,"Jan",8,0,6,0,5.57056,1.33446530006965
"223",2011-01-09,2011,"Jan",9,3,39,1.38629436111989,4.456448,1.06757224005572
"224",2011-01-10,2011,"Jan",10,0,28,0,5.9651584,1.96309328094049
"225",2011-01-11,2011,"Jan",11,0,-6,0,4.77212672,1.57047462475239
"226",2011-01-12,2011,"Jan",12,185,0,5.2257466737132,3.280830464,1.06399099173609
"227",2011-01-13,2011,"Jan",13,0,0,0,149.2288,4.74842350928527
"228",2011-01-14,2011,"Jan",14,0,-33,0,119.38304,3.79873880742822
"229",2011-01-15,2011,"Jan",15,0,-39,0,95.506432,3.03899104594257
"230",2011-01-16,2011,"Jan",16,0,-6,0,76.4051456,2.43119283675406
"231",2011-01-17,2011,"Jan",17,0,-72,0,61.12411648,1.94495426940325
"232",2011-01-18,2011,"Jan",18,173,-11,5.15905529921453,48.899293184,1.5559634155226
"233",2011-01-19,2011,"Jan",19,46,44,3.85014760171006,177.197312,5.22316274819872
"234",2011-01-20,2011,"Jan",20,0,-22,0,178.5578496,7.25864827992703
"235",2011-01-21,2011,"Jan",21,117,-28,4.77068462446567,142.84627968,5.80691862394162
"236",2011-01-22,2011,"Jan",22,0,-44,0,188.0128,7.90097232220635
"237",2011-01-23,2011,"Jan",23,0,-61,0,150.41024,6.32077785776508
"238",2011-01-24,2011,"Jan",24,0,-122,0,120.328192,5.05662228621207
"239",2011-01-25,2011,"Jan",25,13,-83,2.63905732961526,96.2625536,4.04529782896965
"240",2011-01-26,2011,"Jan",26,3,-39,1.38629436111989,87.41004288,5.34748412686793
"241",2011-01-27,2011,"Jan",27,51,11,3.95124371858143,72.328034304,5.38702279039026
"242",2011-01-28,2011,"Jan",28,0,11,0,80.086693888,6.9166638624678
"243",2011-01-29,2011,"Jan",29,0,11,0,59.13014272,5.1199246391213
"244",2011-01-30,2011,"Jan",30,0,0,0,47.304114176,4.09593971129704
"245",2011-01-31,2011,"Jan",31,0,-50,0,25.280512,2.76450340799738
"246",2011-02-01,2011,"Feb",32,86,-78,4.46590811865458,20.2244096,2.21160272639791
"247",2011-02-02,2011,"Feb",33,191,-72,5.25749537202778,84.97952768,5.34200867604199
"248",2011-02-03,2011,"Feb",34,0,-28,0,220.783622144,8.47960323845582
"249",2011-02-04,2011,"Feb",35,0,6,0,175.231033344,6.50031596769049
"250",2011-02-05,2011,"Feb",36,163,22,5.0998664278242,139.862704128,5.05140055056141
"251",2011-02-06,2011,"Feb",37,23,39,3.17805383034795,236.81408,7.69675201896267
"252",2011-02-07,2011,"Feb",38,3,33,1.38629436111989,207.851264,8.6998446794485
"253",2011-02-08,2011,"Feb",39,58,22,4.07753744390572,168.6810112,8.06891123245471
"254",2011-02-09,2011,"Feb",40,0,-22,0,181.34480896,9.71715894108834
"255",2011-02-10,2011,"Feb",41,0,-33,0,145.075847168,7.77372715287068
"256",2011-02-11,2011,"Feb",42,0,-28,0,106.826498048,5.73945848938248
"257",2011-02-12,2011,"Feb",43,0,17,0,64.9527296,4.02704752446272
"258",2011-02-13,2011,"Feb",44,0,0,0,51.96218368,3.22163801957018
"259",2011-02-14,2011,"Feb",45,0,100,0,41.569746944,2.57731041565614
"260",2011-02-15,2011,"Feb",46,0,-11,0,15.753805824,1.51425434448808
"261",2011-02-16,2011,"Feb",47,0,11,0,10.133438464,0.870162543933665
"262",2011-02-17,2011,"Feb",48,0,100,0,7.784628224,0.547277811555953
"263",2011-02-18,2011,"Feb",49,0,133,0,0,0
"264",2011-02-19,2011,"Feb",50,0,72,0,0,0
"265",2011-02-20,2011,"Feb",51,0,0,0,0,0
"266",2011-02-21,2011,"Feb",52,23,-33,3.17805383034795,0,0
"267",2011-02-22,2011,"Feb",53,0,11,0,18.4,2.54244306427836
"268",2011-02-23,2011,"Feb",54,0,33,0,14.72,2.03395445142269
"269",2011-02-24,2011,"Feb",55,0,33,0,11.776,1.62716356113815
"270",2011-02-25,2011,"Feb",56,269,28,5.59842195899838,9.4208,1.30173084891052
"271",2011-02-26,2011,"Feb",57,0,-6,0,222.73664,5.52012224632712
"272",2011-02-27,2011,"Feb",58,48,-39,3.89182029811063,178.189312,4.41609779706169
"273",2011-02-28,2011,"Feb",59,183,28,5.21493575760899,180.9514496,6.64633447613786
"274",2011-03-01,2011,"Mar",60,0,17,0,291.16115968,9.48901618699747
"275",2011-03-02,2011,"Mar",61,0,61,0,232.928927744,7.59121294959798
"276",2011-03-03,2011,"Mar",62,0,-44,0,183.873536,5.73172942802158
"277",2011-03-04,2011,"Mar",63,0,6,0,147.0988288,4.58538354241727
"278",2011-03-05,2011,"Mar",64,10,61,2.39789527279837,117.67906304,3.66830683393381
"279",2011-03-06,2011,"Mar",65,107,72,4.68213122712422,102.143250432,4.85296168538575
"280",2011-03-07,2011,"Mar",66,531,56,6.27664348934164,138.43094528,7.02694834943032
"281",2011-03-08,2011,"Mar",67,0,33,0,535.544756224,10.6428734710176
"282",2011-03-09,2011,"Mar",68,0,6,0,423.281844224,8.09641775425671
"283",2011-03-10,2011,"Mar",69,0,28,0,318.976,5.91718474016357
"284",2011-03-11,2011,"Mar",70,262,83,5.57215403217776,255.1808,4.73374779213086
"285",2011-03-12,2011,"Mar",71,0,72,0,413.74464,8.2447214594469
"286",2011-03-13,2011,"Mar",72,0,78,0,330.995712,6.59577716755752
"287",2011-03-14,2011,"Mar",73,0,39,0,264.7965696,5.27662173404602
"288",2011-03-15,2011,"Mar",74,0,39,0,210.763513856,3.96382534283926
"289",2011-03-16,2011,"Mar",75,160,39,5.08140436498446,157.121773568,2.66832026186944
"290",2011-03-17,2011,"Mar",76,0,106,0,196.681728,5.52583023859878
"291",2011-03-18,2011,"Mar",77,0,200,0,157.3453824,4.42066419087902
"292",2011-03-19,2011,"Mar",78,36,67,3.61091791264422,125.87630592,3.53653135270322
"293",2011-03-20,2011,"Mar",79,0,61,0,129.501044736,5.71795941227795
"294",2011-03-21,2011,"Mar",80,91,33,4.52178857704904,75.4688,3.97606204641041
"295",2011-03-22,2011,"Mar",81,5,44,1.79175946922805,133.17504,6.79828049876756
"296",2011-03-23,2011,"Mar",82,0,39,0,110.540032,6.87203197439649
"297",2011-03-24,2011,"Mar",83,0,50,0,88.4320256,5.4976255795172
"298",2011-03-25,2011,"Mar",84,0,44,0,70.74562048,4.39810046361376
"299",2011-03-26,2011,"Mar",85,0,28,0,39.4166272,2.97286873175701
"300",2011-03-27,2011,"Mar",86,0,50,0,31.53330176,2.37829498540561
"301",2011-03-28,2011,"Mar",87,0,67,0,25.226641408,1.90263598832449
"302",2011-03-29,2011,"Mar",88,0,83,0,16.31584256,1.1343894320759
"303",2011-03-30,2011,"Mar",89,0,106,0,13.052674048,0.90751154566072
"304",2011-03-31,2011,"Mar",90,33,78,3.52636052461616,0.67108864,0.240485885082276
"305",2011-04-01,2011,"Apr",91,272,17,5.60947179518496,26.4,2.82108841969293
"306",2011-04-02,2011,"Apr",92,0,89,0,238.72,6.74444817190231
"307",2011-04-03,2011,"Apr",93,0,106,0,190.976,5.39555853752185
"308",2011-04-04,2011,"Apr",94,86,56,4.46590811865458,152.7808,4.31644683001748
"309",2011-04-05,2011,"Apr",95,43,94,3.78418963391826,191.02464,7.02588395893765
"310",2011-04-06,2011,"Apr",96,0,100,0,187.219712,8.64805887428473
"311",2011-04-07,2011,"Apr",97,0,83,0,149.7757696,6.91844709942779
"312",2011-04-08,2011,"Apr",98,0,83,0,119.82061568,5.53475767954223
"313",2011-04-09,2011,"Apr",99,0,128,0,95.856492544,4.42780614363378
"314",2011-04-10,2011,"Apr",100,56,139,4.04305126783455,73.141846016,3.16360483672873
"315",2011-04-11,2011,"Apr",101,157,183,5.06259503302697,74.1076992,5.16301243594678
"316",2011-04-12,2011,"Apr",102,0,183,0,184.88615936,8.180485975179
"317",2011-04-13,2011,"Apr",103,386,100,5.95842469302978,147.908927488,6.5443887801432
"318",2011-04-14,2011,"Apr",104,8,167,2.19722457733622,417.892962304,9.52272754562433
"319",2011-04-15,2011,"Apr",105,0,72,0,336.09728,8.96963743037991
"320",2011-04-16,2011,"Apr",106,84,61,4.44265125649032,268.877824,7.17570994430393
"321",2011-04-17,2011,"Apr",107,297,156,5.6970934865054,282.3022592,9.2946889606354
"322",2011-04-18,2011,"Apr",108,0,122,0,463.44180736,11.9934259577126
"323",2011-04-19,2011,"Apr",109,0,117,0,370.753445888,9.59474076617011
"324",2011-04-20,2011,"Apr",110,10,72,2.39789527279837,290.589802496,7.24167328865107
"325",2011-04-21,2011,"Apr",111,0,117,0,223.61409536,7.16806284666598
"326",2011-04-22,2011,"Apr",112,0,122,0,178.891276288,5.73445027733279
"327",2011-04-23,2011,"Apr",113,140,56,4.94875989037817,101.666586624,3.94777924206019
"328",2011-04-24,2011,"Apr",114,0,194,0,192.47427584,6.88130611341002
"329",2011-04-25,2011,"Apr",115,5,111,1.79175946922805,153.979420672,5.50504489072802
"330",2011-04-26,2011,"Apr",116,51,117,3.95124371858143,118.164105216,5.36041744161088
"331",2011-04-27,2011,"Apr",117,3,150,1.38629436111989,103.441152,6.83760817298396
"332",2011-04-28,2011,"Apr",118,18,178,2.94443897916644,85.1529216,6.57912202728308
"333",2011-04-29,2011,"Apr",119,0,194,0,82.52233728,7.61884880515962
"334",2011-04-30,2011,"Apr",120,0,183,0,64.944128,5.83760699973014
"335",2011-05-01,2011,"May",121,0,156,0,51.9553024,4.67008559978412
